Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,team,player_link
Wilfried Gnonto,it ITA,FW,21-303,3,3,190.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.1,0.3,4.0,4.0,14.0,0.0,0.0,0.0,0.0,0.0,0.08,0.04,0.12,0.08,0.12,Matches,Leeds United,/en/players/75fdd638/Wilfried-Gnonto
Ilia Gruev,bg BUL,MF,25-121,3,2,193.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Leeds United,/en/players/1fc4f3d1/Ilia-Gruev
Ao Tanaka,jp JPN,MF,26-359,2,2,146.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,1.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.06,0.07,0.13,0.06,0.13,Matches,Leeds United,/en/players/1d36d6b6/Ao-Tanaka
Joël Piroe,nl NED,FW,26-033,2,2,134.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.22,0.22,0.22,Matches,Leeds United,/en/players/1f0072a6/Joel-Piroe
Sean Longstaff,eng ENG,MF,27-309,3,1,124.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.04,Matches,Leeds United,/en/players/a2b105e0/Sean-Longstaff
Lukas Nmecha,de GER,FW,26-264,3,1,115.0,1.3,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.9,0.2,0.0,0.2,1.0,1.0,6.0,0.78,0.0,0.78,0.0,0.0,0.71,0.0,0.71,0.14,0.14,Matches,Leeds United,/en/players/0cc5f4a5/Lukas-Nmecha
Ethan Ampadu,wls WAL,MF,24-355,1,1,77.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Leeds United,/en/players/10b9fa99/Ethan-Ampadu
Brenden Aaronson,us USA,FW,24-317,3,0,80.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,2.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.27,0.0,0.27,Matches,Leeds United,/en/players/5bc43860/Brenden-Aaronson
Jack Harrison,eng ENG,FW,28-288,2,0,44.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Leeds United,/en/players/aa849a12/Jack-Harrison
Noah Okafor,ch SUI,FW,25-103,1,0,25.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Leeds United,/en/players/ca607d59/Noah-Okafor
Dominic Calvert-Lewin,eng ENG,FW,28-172,1,0,21.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.3,0.3,0.3,Matches,Leeds United,/en/players/59e6e5bf/Dominic-Calvert-Lewin
James Justin,eng ENG,DF,27-193,1,0,11.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Leeds United,/en/players/fb614c44/James-Justin
Sam Byram,eng ENG,DF,31-353,1,0,8.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Leeds United,/en/players/1bf811d4/Sam-Byram
Jaka Bijol,si SVN,"DF,MF",26-211,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Leeds United,/en/players/6fdac234/Jaka-Bijol
Sebastiaan Bornauw,be BEL,DF,26-166,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Leeds United,/en/players/01834aa0/Sebastiaan-Bornauw
Karl Darlow,wls WAL,GK,34-331,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Leeds United,/en/players/cde3309f/Karl-Darlow
Largie Ramazani,be BEL,"FW,MF",24-189,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Leeds United,/en/players/cc9256ef/Largie-Ramazani
Squad Total,,,26.3,3,33,270.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,2.9,2.2,1.8,4.0,44.0,83.0,83.0,0.33,0.0,0.33,0.0,0.0,0.96,0.6,1.55,0.72,1.32,,Leeds United,
Opponent Total,,,27.0,3,33,270.0,3.0,5.0,4.0,9.0,4.0,1.0,1.0,3.0,0.0,3.9,3.1,1.9,5.0,53.0,123.0,121.0,1.67,1.33,3.0,1.33,2.67,1.29,0.64,1.93,1.03,1.67,,Leeds United,
Alisson,br BRA,GK,32-337,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Liverpool,/en/players/7a2e46a8/Alisson
Dominik Szoboszlai,hu HUN,"DF,MF",24-314,3,3,270.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.3,5.0,15.0,6.0,0.33,0.0,0.33,0.33,0.33,0.04,0.07,0.11,0.04,0.11,Matches,Liverpool,/en/players/934e1968/Dominik-Szoboszlai
Virgil van Dijk,nl NED,DF,34-058,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,3.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.06,0.06,Matches,Liverpool,/en/players/e06683ca/Virgil-van-Dijk
Cody Gakpo,nl NED,FW,26-120,3,3,269.0,3.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.3,0.3,0.8,1.2,10.0,6.0,18.0,0.33,0.67,1.0,0.33,1.0,0.1,0.28,0.38,0.1,0.38,Matches,Liverpool,/en/players/1971591f/Cody-Gakpo
Mohamed Salah,eg EGY,FW,33-081,3,3,269.0,3.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.3,0.3,0.5,0.8,9.0,9.0,31.0,0.33,0.33,0.67,0.33,0.67,0.11,0.17,0.27,0.11,0.27,Matches,Liverpool,/en/players/e342ad68/Mohamed-Salah
Ibrahima Konaté,fr FRA,DF,26-102,3,3,258.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Liverpool,/en/players/5ed9b537/Ibrahima-Konate
Florian Wirtz,de GER,MF,22-124,3,3,248.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.4,0.7,4.0,14.0,15.0,0.0,0.0,0.0,0.0,0.0,0.14,0.13,0.27,0.14,0.27,Matches,Liverpool,/en/players/e7fcf289/Florian-Wirtz
Milos Kerkez,hu HUN,DF,21-301,3,3,239.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Liverpool,/en/players/0ad53bdc/Milos-Kerkez
Hugo Ekitike,fr FRA,FW,23-076,3,3,228.0,2.5,2.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,1.3,1.3,0.3,1.6,4.0,6.0,12.0,0.79,0.39,1.18,0.79,1.18,0.53,0.1,0.63,0.53,0.63,Matches,Liverpool,/en/players/5b92d896/Hugo-Ekitike
Ryan Gravenberch,nl NED,MF,23-111,2,2,180.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.1,1.0,6.0,2.0,0.5,0.0,0.5,0.5,0.5,0.02,0.02,0.04,0.02,0.04,Matches,Liverpool,/en/players/b8e740fb/Ryan-Gravenberch
Alexis Mac Allister,ar ARG,MF,26-254,2,2,131.0,1.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.7,0.8,2.0,7.0,4.0,0.0,0.69,0.69,0.0,0.69,0.06,0.49,0.55,0.06,0.55,Matches,Liverpool,/en/players/83d074ff/Alexis-Mac-Allister
Curtis Jones,eng ENG,MF,24-217,3,1,138.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,3.0,15.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.06,Matches,Liverpool,/en/players/4fb9c88f/Curtis-Jones
Jeremie Frimpong,nl NED,DF,24-268,1,1,59.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Matches,Liverpool,/en/players/74f2e748/Jeremie-Frimpong
Wataru Endo,jp JPN,"MF,DF",32-207,3,0,34.0,0.4,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1,1.0,1.0,0.0,0.0,2.65,2.65,0.0,2.65,0.0,0.29,0.29,0.0,0.29,Matches,Liverpool,/en/players/c149016b/Wataru-Endo
Federico Chiesa,it ITA,FW,27-314,3,0,32.0,0.4,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,2.0,1.0,1.0,2.81,0.0,2.81,2.81,2.81,0.79,0.0,0.79,0.79,0.79,Matches,Liverpool,/en/players/b0f7e36c/Federico-Chiesa
Joe Gomez,eng ENG,DF,28-104,2,0,31.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Liverpool,/en/players/7a11550b/Joe-Gomez
Andrew Robertson,sct SCO,DF,31-177,1,0,31.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Liverpool,/en/players/2e4f5f03/Andrew-Robertson
Conor Bradley,nir NIR,DF,22-057,1,0,11.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Liverpool,/en/players/bbd67769/Conor-Bradley
Harvey Elliott,eng ENG,"MF,FW",22-153,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Liverpool,/en/players/b9e1436c/Harvey-Elliott
Rio Ngumoha,eng ENG,FW,17-006,1,0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.4,1.0,0.0,2.0,90.0,0.0,90.0,90.0,90.0,31.98,0.0,31.98,31.98,31.98,Matches,Liverpool,/en/players/022eca88/Rio-Ngumoha
Giovanni Leoni,it ITA,DF,18-257,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Liverpool,/en/players/570888ce/Giovanni-Leoni
Giorgi Mamardashvili,ge GEO,GK,24-340,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Liverpool,/en/players/d4b73232/Giorgi-Mamardashvili
Trey Nyoni,eng ENG,MF,18-066,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Liverpool,/en/players/1d3b3d77/Trey-Nyoni
Squad Total,,,27.1,3,33,270.0,3.0,8.0,6.0,14.0,8.0,0.0,0.0,6.0,0.0,3.4,3.4,3.1,6.5,51.0,105.0,105.0,2.67,2.0,4.67,2.67,4.67,1.13,1.03,2.17,1.13,2.17,,Liverpool,
Opponent Total,,,26.8,3,33,270.0,3.0,4.0,3.0,7.0,4.0,0.0,0.0,6.0,1.0,3.2,3.2,2.4,5.6,47.0,72.0,70.0,1.33,1.0,2.33,1.33,2.33,1.05,0.8,1.86,1.05,1.86,,Liverpool,
Nathan Collins,ie IRL,DF,24-127,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Matches,Brentford,/en/players/a8c19eb8/Nathan-Collins
Sepp van den Berg,nl NED,DF,23-258,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,2.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.07,Matches,Brentford,/en/players/7bf9400b/Sepp-van-den-Berg
Caoimhín Kelleher,ie IRL,GK,26-285,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Brentford,/en/players/62d7ef38/Caoimhin-Kelleher
Thiago,br BRA,FW,24-070,3,3,270.0,3.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,1.2,0.5,0.8,1.2,3.0,3.0,7.0,0.67,0.0,0.67,0.33,0.33,0.41,0.26,0.67,0.15,0.41,Matches,Brentford,/en/players/dc45ac24/Thiago
Michael Kayode,it ITA,DF,21-056,3,3,264.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,3.0,7.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.0,0.07,Matches,Brentford,/en/players/e19660a8/Michael-Kayode
Yehor Yarmoliuk,ua UKR,MF,21-187,3,3,258.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,2.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.05,0.04,0.05,Matches,Brentford,/en/players/907a5d7c/Yehor-Yarmoliuk
Keane Lewis-Potter,eng ENG,"DF,FW",24-194,3,3,229.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,3.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05,Matches,Brentford,/en/players/41f08ac8/Keane-Lewis-Potter
Kevin Schade,de GER,FW,23-281,3,2,212.0,2.4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.3,0.1,0.3,3.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.44,0.03,0.47,0.11,0.14,Matches,Brentford,/en/players/52afb588/Kevin-Schade
Mikkel Damsgaard,dk DEN,MF,25-063,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.4,0.5,6.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,0.03,0.21,0.24,0.03,0.24,Matches,Brentford,/en/players/215f3907/Mikkel-Damsgaard
Dango Ouattara,bf BFA,FW,23-205,2,2,173.0,1.9,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.9,0.9,0.0,0.9,4.0,0.0,7.0,0.52,0.0,0.52,0.52,0.52,0.44,0.0,0.44,0.44,0.44,Matches,Brentford,/en/players/2f9e4435/Dango-Ouattara
Jordan Henderson,eng ENG,MF,35-079,3,2,160.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,Matches,Brentford,/en/players/935e6b8f/Jordan-Henderson
Rico Henry,eng ENG,DF,28-058,3,1,113.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.2,7.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.02,0.1,0.13,0.02,0.13,Matches,Brentford,/en/players/8a3c1dc7/Rico-Henry
Fabio Carvalho,pt POR,"FW,MF",23-005,2,1,91.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,Matches,Brentford,/en/players/966e28d0/Fabio-Carvalho
Mathias Jensen,dk DEN,MF,29-246,2,1,80.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.3,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.29,0.15,0.29,Matches,Brentford,/en/players/0f134faf/Mathias-Jensen
Antoni Milambo,nl NED,MF,20-154,1,1,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Brentford,/en/players/b05f4787/Antoni-Milambo
Frank Onyeka,ng NGA,MF,27-246,3,0,64.0,0.7,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,2.0,1.0,1.0,0.0,1.41,1.41,0.0,1.41,0.0,0.17,0.17,0.0,0.17,Matches,Brentford,/en/players/2944f86f/Frank-Onyeka
Aaron Hickey,sct SCO,"DF,FW",23-086,2,0,15.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Brentford,/en/players/1780bb4a/Aaron-Hickey
Kristoffer Ajer,no NOR,DF,27-140,1,0,6.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Brentford,/en/players/a8c0acb7/Kristoffer-Ajer
Benjamin Arthur,eng ENG,DF,19-330,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Brentford,/en/players/093f0923/Benjamin-Arthur
Myles Peart-Harris,eng ENG,MF,22-351,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Brentford,/en/players/ea1a5662/Myles-Peart-Harris
Ethan Pinnock,jm JAM,DF,32-098,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Brentford,/en/players/e541326e/Ethan-Pinnock
Mads Roerslev,dk DEN,"DF,MF",26-072,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Brentford,/en/players/57c94db2/Mads-Roerslev
Hákon Valdimarsson,is ISL,GK,23-326,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Brentford,/en/players/57a34cf4/Hakon-Valdimarsson
Squad Total,,,24.8,3,33,270.0,3.0,3.0,1.0,4.0,2.0,1.0,2.0,5.0,0.0,3.8,2.3,1.9,4.1,41.0,62.0,61.0,1.0,0.33,1.33,0.67,1.0,1.27,0.62,1.89,0.76,1.38,,Brentford,
Opponent Total,,,26.9,3,33,270.0,3.0,5.0,3.0,8.0,4.0,1.0,1.0,6.0,0.0,4.5,3.7,3.2,6.9,61.0,128.0,127.0,1.67,1.0,2.67,1.33,2.33,1.51,1.06,2.57,1.25,2.31,,Brentford,
Bafodé Diakité,fr FRA,DF,24-241,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Matches,Bournemouth,/en/players/1bfb6fef/Bafode-Diakite
Đorđe Petrović,rs SRB,GK,25-331,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Bournemouth,/en/players/0cf321c8/Djordje-Petrovic
Antoine Semenyo,gh GHA,"MF,FW",25-240,3,3,270.0,3.0,2.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,1.8,1.8,0.3,2.1,9.0,12.0,18.0,0.67,0.33,1.0,0.67,1.0,0.6,0.1,0.7,0.6,0.7,Matches,Bournemouth,/en/players/efd2ec23/Antoine-Semenyo
Marcos Senesi,ar ARG,DF,28-117,3,3,270.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.3,0.0,10.0,0.0,0.0,0.33,0.33,0.0,0.33,0.05,0.06,0.11,0.05,0.11,Matches,Bournemouth,/en/players/35141f4c/Marcos-Senesi
Adrien Truffert,fr FRA,DF,23-288,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,9.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.16,0.0,0.16,Matches,Bournemouth,/en/players/5d0e0a1f/Adrien-Truffert
Tyler Adams,us USA,MF,26-202,3,3,266.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.0,0.1,0.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,Matches,Bournemouth,/en/players/2b09d998/Tyler-Adams
Evanilson,br BRA,FW,25-333,3,3,257.0,2.9,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.8,0.8,0.5,1.3,2.0,5.0,10.0,0.35,0.0,0.35,0.35,0.35,0.27,0.18,0.46,0.27,0.46,Matches,Bournemouth,/en/players/6f3cc2fe/Evanilson
Marcus Tavernier,eng ENG,MF,26-166,3,3,247.0,2.7,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.8,0.8,0.2,1.0,5.0,12.0,17.0,0.36,0.0,0.36,0.36,0.36,0.3,0.07,0.37,0.3,0.37,Matches,Bournemouth,/en/players/5c0da4a4/Marcus-Tavernier
David Brooks,wls WAL,"MF,FW",28-058,3,3,211.0,2.3,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.7,0.7,1.4,2.1,5.0,7.0,18.0,0.0,0.43,0.43,0.0,0.43,0.29,0.59,0.88,0.29,0.88,Matches,Bournemouth,/en/players/dc4cae05/David-Brooks
Adam Smith,eng ENG,DF,34-128,3,3,204.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,1.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.0,0.12,Matches,Bournemouth,/en/players/20b104bc/Adam-Smith
Alex Scott,eng ENG,MF,22-014,3,3,200.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.2,0.3,4.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.05,0.1,0.15,0.05,0.15,Matches,Bournemouth,/en/players/104d0bb8/Alex-Scott
James Hill,eng ENG,DF,23-237,3,0,69.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Bournemouth,/en/players/69942fb3/James-Hill
Ryan Christie,sct SCO,MF,30-194,2,0,53.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.04,0.13,0.1,0.13,Matches,Bournemouth,/en/players/26ce2263/Ryan-Christie
Amine Adli,ma MAR,"FW,MF",25-117,2,0,52.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,3.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.14,0.0,0.14,Matches,Bournemouth,/en/players/dcfb17f4/Amine-Adli
Justin Kluivert,nl NED,MF,26-122,2,0,23.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.44,0.2,0.64,0.44,0.64,Matches,Bournemouth,/en/players/4c3a6744/Justin-Kluivert
Hamed Junior Traorè,ci CIV,MF,25-200,1,0,17.0,0.2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,5.29,5.29,0.0,5.29,0.0,1.1,1.1,0.0,1.1,Matches,Bournemouth,/en/players/570bb4b9/Hamed-Junior-Traore
Eli Junior Kroupi,fr FRA,"FW,MF",19-073,3,0,14.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Bournemouth,/en/players/b2fe86e5/Eli-Junior-Kroupi
Ben Winterburn,eng ENG,MF,21-000,1,0,7.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Bournemouth,/en/players/ba31eee2/Ben-Winterburn
Julian Araujo,mx MEX,DF,24-022,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Bournemouth,/en/players/8f4541c2/Julian-Araujo
Philip Billing,dk DEN,MF,29-085,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Bournemouth,/en/players/d328a254/Philip-Billing
Will Dennis,eng ENG,GK,25-056,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Bournemouth,/en/players/d8edc4be/Will-Dennis
Ben Doak,sct SCO,"FW,MF",19-297,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Bournemouth,/en/players/733f1a7d/Ben-Doak
Romain Faivre,fr FRA,"FW,MF",27-052,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Bournemouth,/en/players/745ca0a3/Romain-Faivre
Remy Rees-Dottin,eng ENG,FW,19-182,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Bournemouth,/en/players/1db75ccb/Remy-Rees-Dottin
