Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,team,player_link
Eberechi Eze,eng ENG,MF,27-067,1,1,83.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.26,0.26,0.26,Matches,Crystal Palace,/en/players/ae4fc6a4/Eberechi-Eze
Justin Devenny,nir NIR,"FW,MF",21-328,3,1,78.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05,Matches,Crystal Palace,/en/players/6c2b66fc/Justin-Devenny
Jefferson Lerma,co COL,MF,30-314,3,0,65.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.4,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,0.5,Matches,Crystal Palace,/en/players/9b5ce51a/Jefferson-Lerma
Romain Esse,eng ENG,FW,20-114,1,0,25.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Crystal Palace,/en/players/87189f25/Romain-Esse
Yeremi Pino,es ESP,MF,22-319,1,0,20.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.11,1.62,1.73,0.11,1.73,Matches,Crystal Palace,/en/players/540ec57b/Yeremi-Pino
Nathaniel Clyne,eng ENG,DF,34-152,1,0,5.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Crystal Palace,/en/players/0442183b/Nathaniel-Clyne
Odsonne Édouard,fr FRA,FW,27-231,1,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Crystal Palace,/en/players/0562b7f1/Odsonne-Edouard
Walter Benítez,ar ARG,GK,32-228,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Crystal Palace,/en/players/8a2248b4/Walter-Benitez
Rio Cardines,tt TRI,MF,19-065,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Crystal Palace,/en/players/702812fe/Rio-Cardines
Remi Matthews,eng ENG,GK,31-206,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Crystal Palace,/en/players/27f4f772/Remi-Matthews
Jesurun Rak Sakyi,eng ENG,"FW,MF",22-334,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Crystal Palace,/en/players/45685411/Jesurun-Rak-Sakyi
Kaden Rodney,eng ENG,"DF,MF",20-332,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Crystal Palace,/en/players/49375cdd/Kaden-Rodney
Borna Sosa,hr CRO,"DF,MF",27-226,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Crystal Palace,/en/players/af0d79a9/Borna-Sosa
Squad Total,,,26.7,3,33,270.0,3.0,4.0,2.0,6.0,3.0,1.0,1.0,9.0,0.0,4.4,3.6,3.2,6.8,29.0,74.0,73.0,1.33,0.67,2.0,1.0,1.67,1.46,1.06,2.52,1.2,2.26,,Crystal Palace,
Opponent Total,,,26.4,3,33,270.0,3.0,1.0,1.0,2.0,1.0,0.0,0.0,7.0,0.0,3.6,3.6,2.5,6.1,42.0,155.0,154.0,0.33,0.33,0.67,0.33,0.67,1.2,0.85,2.05,1.2,2.05,,Crystal Palace,
Jarrod Bowen,eng ENG,FW,28-258,3,3,270.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.3,0.3,0.8,1.1,11.0,8.0,26.0,0.33,0.0,0.33,0.33,0.33,0.1,0.28,0.38,0.1,0.38,Matches,West Ham United,/en/players/79c84d1c/Jarrod-Bowen
El Hadji Malick Diouf,sn SEN,DF,20-250,3,3,270.0,3.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.5,0.7,4.0,6.0,17.0,0.0,0.67,0.67,0.0,0.67,0.05,0.18,0.23,0.05,0.23,Matches,West Ham United,/en/players/bd5eb2e5/El-Hadji-Malick-Diouf
Mads Hermansen,dk DEN,GK,25-055,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,West Ham United,/en/players/c924b17d/Mads-Hermansen
Max Kilman,eng ENG,DF,28-104,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.2,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.06,0.01,0.07,0.06,0.07,Matches,West Ham United,/en/players/d0f72bf1/Max-Kilman
Lucas Paquetá,br BRA,MF,28-008,3,3,270.0,3.0,2.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,1.2,0.4,0.1,0.5,2.0,24.0,13.0,0.67,0.0,0.67,0.33,0.33,0.39,0.03,0.43,0.13,0.16,Matches,West Ham United,/en/players/9b6f7fd5/Lucas-Paqueta
James Ward-Prowse,eng ENG,MF,30-307,3,3,234.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.5,0.6,1.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.04,0.19,0.23,0.04,0.23,Matches,West Ham United,/en/players/3515d404/James-Ward-Prowse
Niclas Füllkrug,de GER,FW,32-207,3,3,198.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.2,0.5,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.13,0.08,0.21,0.13,0.21,Matches,West Ham United,/en/players/4f16405e/Niclas-Fullkrug
Nayef Aguerd,ma MAR,DF,29-158,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05,Matches,West Ham United,/en/players/288e1e13/Nayef-Aguerd
Aaron Wan-Bissaka,cd COD,DF,27-282,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,5.0,6.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.06,Matches,West Ham United,/en/players/9e525177/Aaron-Wan-Bissaka
Tomáš Souček,cz CZE,MF,30-189,3,2,179.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.08,0.08,0.08,Matches,West Ham United,/en/players/6613c819/Tomas-Soucek
Jean-Clair Todibo,fr FRA,DF,25-248,2,2,126.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,West Ham United,/en/players/88f130ed/Jean-Clair-Todibo
Kyle Walker-Peters,eng ENG,DF,28-144,2,1,111.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,Matches,West Ham United,/en/players/984a5a64/Kyle-Walker-Peters
Konstantinos Mavropanos,gr GRE,DF,27-267,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.06,0.06,Matches,West Ham United,/en/players/00963611/Konstantinos-Mavropanos
Mateus Fernandes,pt POR,FW,21-056,1,1,81.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.19,0.0,0.19,Matches,West Ham United,/en/players/ef491564/Mateus-Fernandes
Guido Rodríguez,ar ARG,MF,31-145,1,1,70.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,Matches,West Ham United,/en/players/34e393f2/Guido-Rodriguez
Callum Wilson,eng ENG,FW,33-189,3,0,92.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.1,1.1,0.0,1.1,1.0,0.0,5.0,0.98,0.0,0.98,0.98,0.98,1.07,0.04,1.11,1.07,1.11,Matches,West Ham United,/en/players/c596fcb0/Callum-Wilson
Freddie Potts,eng ENG,MF,21-357,1,0,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,West Ham United,/en/players/86bf27f0/Freddie-Potts
Andy Irving,sct SCO,MF,25-114,2,0,25.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.17,0.0,0.17,Matches,West Ham United,/en/players/b1be9fc0/Andy-Irving
Crysencio Summerville,nl NED,FW,23-309,1,0,9.0,0.1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,2.0,1.0,2.0,0.0,10.0,10.0,0.0,10.0,0.0,0.67,0.67,0.0,0.67,Matches,West Ham United,/en/players/df04eb4b/Crysencio-Summerville
Edson Álvarez,mx MEX,"DF,MF",27-315,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,West Ham United,/en/players/8b3ab7ad/Edson-Alvarez
Alphonse Areola,fr FRA,GK,32-189,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,West Ham United,/en/players/2f965a72/Alphonse-Areola
Callum Marshall,nir NIR,FW,20-280,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,West Ham United,/en/players/3a27f1bf/Callum-Marshall
Oliver Scarles,eng ENG,MF,19-266,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,West Ham United,/en/players/242e5e6d/Oliver-Scarles
Squad Total,,,27.8,3,33,270.0,3.0,4.0,3.0,7.0,3.0,1.0,1.0,1.0,0.0,3.7,2.9,2.6,5.5,33.0,101.0,100.0,1.33,1.0,2.33,1.0,2.0,1.23,0.86,2.09,0.96,1.83,,West Ham United,
Opponent Total,,,25.2,3,33,270.0,3.0,8.0,6.0,14.0,8.0,0.0,0.0,1.0,0.0,4.2,4.2,3.5,7.6,52.0,111.0,109.0,2.67,2.0,4.67,2.67,4.67,1.4,1.15,2.55,1.4,2.55,,West Ham United,
